0B,1D1E,06B4,063F,05FF,0671
0B,1D1F,06B4,063E,05FC,066F
0B,1D20,06B3,063E,05FC,066C
0B,1D21,06B4,063F,05FC,066C
0B,1D22,06B7,0642,05FF,0670
0B,1D23,06B8,0643,0600,0671
0B,1D24,06B5,0641,05FD,066F
0B,1D25,06B4,063F,05FC,066D
0B,1D26,06B3,063F,05FC,066C
0B,1D27,06B5,0641,05FF,0670
0B,1D28,06B3,0640,0600,0670
0B,1D29,06B4,0640,0600,0671
0B,1D2A,06B2,063E,05FD,066C
0B,1D2B,06B2,063D,05FC,066C
0B,1D2C,06B3,063F,05FF,066E
0B,1D2D,06B4,0640,0600,0670
0B,1D2E,06B5,0640,05FF,0670
0B,1D2F,06B4,063F,05FC,066C
0B,1D30,06B4,0640,05FD,066C
0B,1D31,06B4,0640,05FE,066F
0B,1D32,06B6,0641,05FF,0670
0B,1D33,06B5,0640,05FE,066F
0B,1D34,06B4,063F,05FC,066D
0B,1D35,06B3,063F,05FD,066D
0B,1D36,06B4,0640,05FE,066F
0B,1D37,06B5,0640,0600,0672
0B,1D38,06B4,0641,0600,0670
0B,1D39,06B3,063F,05FD,066D
0B,1D3A,06B3,063F,05FD,066E
0B,1D3B,06B3,0640,05FE,066F
0B,1D3C,06B6,0642,0601,0671
0B,1D3D,06B5,0641,05FF,066F
0B,1D3E,06B4,0640,05FE,066D
0B,1D3F,06B4,0640,05FD,066C
0B,1D40,06B5,0641,05FF,066F
0B,1D41,06B6,0641,05FF,0670
0B,1D42,06B5,0641,05FF,066E
0B,1D43,06B4,0640,05FE,066D
0B,1D44,06B2,063F,05FD,066B
0B,1D45,06B4,063F,05FE,066F
0B,1D46,06B5,0641,0601,0672
0B,1D47,06B4,0641,05FF,066F
0B,1D48,06B5,0640,05FD,066D
0B,1D49,06B4,063F,05FD,066D
0B,1D4A,06B5,0640,05FE,066F
0B,1D4B,06B6,0641,0601,0672
0B,1D4C,06B6,0641,0600,0672
0B,1D4D,06B5,0640,05FD,066E
0B,1D4E,06B4,063F,05FC,066C
0B,1D4F,06B3,063E,05FD,066E
0B,1D50,06B5,0640,0600,0670
0B,1D51,06B4,0640,05FF,0670
0B,1D52,06B3,063E,05FD,066D
0B,1D53,06B1,063E,05FC,066A
0B,1D54,06B3,063F,05FD,066D
0B,1D55,06B5,0641,0600,0670
0B,1D56,06B5,0641,05FF,066F
0B,1D57,06B6,0641,05FF,066F
0B,1D58,06B3,063F,05FD,066D
0B,1D59,06B4,0640,05FE,066F
0B,1D5A,06B5,0641,05FF,0671
0B,1D5B,06B4,063F,05FF,066F
0B,1D5C,06B3,063F,05FD,066D
0B,1D5D,06B3,063F,05FD,066D
0B,1D5E,06B5,0640,05FF,0670
0B,1D5F,06B4,0640,05FF,066F
0B,1D60,06B5,0640,05FE,066F
0B,1D61,06B3,063F,05FC,066C
0B,1D62,06B3,0640,05FD,066C
0B,1D63,06B4,0640,05FE,066E
0B,1D64,06B6,0642,0600,0671
0B,1D65,06B3,0640,05FE,066E
0B,1D66,06B2,063E,05FD,066C
0B,1D67,06B2,063E,05FD,066D
0B,1D68,06B3,063F,05FE,066E
0B,1D69,06B3,063F,0600,0670
0B,1D6A,06B4,0640,05FF,0670
0B,1D6B,06B4,0640,05FD,066C
0B,1D6C,06B2,063F,05FB,066A
0B,1D6D,06B3,063F,05FD,066D
0B,1D6E,06B4,0640,05FE,066F
0B,1D6F,06B4,063F,05FE,066F
0B,1D70,06B5,0640,05FD,066D
0B,1D71,06B3,063F,05FC,066C
0B,1D72,06B2,063E,05FE,066E
0B,1D73,06B4,0640,05FF,0670
0B,1D74,06B4,0640,05FE,066F
0B,1D75,06B4,0640,05FD,066D
0B,1D76,06B3,063F,05FC,066C
0B,1D77,06B4,063F,05FD,066E
0B,1D78,06B4,0640,05FE,0670
0B,1D79,06B5,0640,05FF,066F
0B,1D7A,06B4,063F,05FD,066D
0B,1D7B,06B3,063E,05FC,066C
0B,1D7C,06B3,063F,05FD,066E
0B,1D7D,06B5,0640,05FF,0670
0B,1D7E,06B5,0640,05FF,0670
0B,1D7F,06B3,063F,05FD,066D
0B,1D80,06B2,063E,05FC,066B
0B,1D81,06B3,063F,05FE,066E
0B,1D82,06B4,0640,05FF,066F
0B,1D83,06B5,0640,05FE,066F
0B,1D84,06B3,063F,05FD,066D
0B,1D85,06B3,063E,05FB,066B
0B,1D86,06B4,063F,05FD,066D
0B,1D87,06B5,0641,05FE,066E
0B,1D88,06B5,0641,05FF,066F
0B,1D89,06B4,0640,05FD,066D
0B,1D8A,06B3,063F,05FC,066C
0B,1D8B,06B4,0640,05FD,066D
0B,1D8C,06B6,0642,05FF,0670
0B,1D8D,06B6,0641,0600,0672
0B,1D8E,06B5,0640,05FF,0670
0B,1D8F,06B3,063F,05FD,066E
0B,1D90,06B4,063F,05FE,066F
0B,1D91,06B6,0640,05FF,0671
0B,1D92,06B5,0640,05FF,0671
0B,1D93,06B4,0640,05FF,066F
0B,1D94,06B4,063F,05FD,066D
