,T [s],r_x,r_y,x_raw,y_raw,V1(Y1),V2(X2),V3(Y2),V4(X1),x-axis coefficient: a,x-axis offset: b,y-axis coefficient: a,y-axis offset: b
0,0.0,47.760772659192,-1.4206845269735984,-0.01278693575720228,-0.0016946541364966877,1605,1599,1641,1646,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
1,0.02,48.310721296053615,-1.2451199290025394,-0.01326341764342998,-0.0015422578655151142,1602,1597,1640,1645,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
2,0.04,47.78810743296576,-1.0686817054477906,-0.012810618922673251,-0.001389103256675413,1601,1597,1638,1643,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
3,0.06,47.94549234483168,-1.5991499591760374,-0.012946979038224414,-0.0018495684340320592,1604,1598,1640,1646,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
4,0.08,48.10709100275787,-1.4194821946635092,-0.01308698999230177,-0.0016936104695919939,1605,1600,1642,1648,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
5,0.1,47.94088734648787,-0.8884613680362805,-0.012942989214175655,-0.0012326656394453005,1603,1600,1641,1646,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
6,0.12,47.950100183137465,-1.2445720651448346,-0.012950971322849213,-0.001541782300339192,1603,1598,1640,1645,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
7,0.14,47.95932439015009,-1.6011222694389593,-0.012958963282937365,-0.0018512804689910522,1602,1597,1638,1645,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
8,0.16,47.94088734648787,-1.2434773504288539,-0.012942989214175655,-0.0015408320493066256,1604,1599,1641,1646,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
9,0.18,47.92708936499713,-1.5965258797170345,-0.01293103448275862,-0.0018472906403940886,1606,1600,1642,1648,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
10,0.2,48.29656864713817,-1.5984933328214272,-0.01325115562403698,-0.0018489984591679508,1604,1598,1641,1647,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
11,0.22,48.135049944513696,-1.423093642615749,-0.013111213944161653,-0.0016967453339503317,1602,1597,1639,1645,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
12,0.24,47.78810743296576,-1.4243004314437469,-0.012810618922673251,-0.001697792869269949,1601,1597,1637,1644,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
13,0.26,48.306000837041324,-1.5998069904806043,-0.013259327782917052,-0.0018501387604070306,1603,1597,1640,1646,-1154.185820610214,33.002272719175394,1152.0268628639005,0.531602561534013
